<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
ROSN,D,25/01/08,000000,189.9800000,192.8000000,186.6100000,189.1900000,15531645
ROSN,D,28/01/08,000000,183.5500000,185.0000000,179.0000000,179.6500000,9802415
ROSN,D,29/01/08,000000,183.7000000,186.6500000,182.0500000,186.0300000,16458009
ROSN,D,30/01/08,000000,184.1700000,184.6000000,179.5500000,180.8000000,8846045
ROSN,D,31/01/08,000000,178.0000000,181.5000000,169.6000000,172.0000000,16577528
ROSN,D,01/02/08,000000,175.0000000,182.1400000,174.6400000,179.5000000,17570513
ROSN,D,04/02/08,000000,183.5000000,185.4000000,181.5000000,183.5100000,7932702
ROSN,D,05/02/08,000000,182.6000000,189.0000000,178.6000000,180.0000000,18710644
ROSN,D,06/02/08,000000,174.0000000,177.7600000,171.6800000,176.8000000,25013857
ROSN,D,07/02/08,000000,175.8000000,178.9000000,167.0000000,169.1900000,13669657
ROSN,D,08/02/08,000000,171.4800000,172.9100000,164.4400000,166.3000000,10952051
ROSN,D,11/02/08,000000,168.6200000,174.9000000,165.0300000,173.4000000,12234954
ROSN,D,12/02/08,000000,175.0000000,180.5000000,174.9100000,180.4900000,14357561
ROSN,D,13/02/08,000000,179.9900000,187.2900000,176.6000000,186.3000000,19057885
ROSN,D,14/02/08,000000,190.0000000,193.2600000,186.9200000,192.1900000,22906676
ROSN,D,15/02/08,000000,192.0000000,195.9000000,190.1100000,192.9000000,21712129
ROSN,D,18/02/08,000000,194.1300000,200.1400000,193.7000000,199.8000000,14541845
ROSN,D,19/02/08,000000,201.5100000,202.5900000,194.2500000,201.8600000,23611147
ROSN,D,20/02/08,000000,198.7000000,200.9800000,196.6900000,198.1000000,14511517
ROSN,D,21/02/08,000000,201.9000000,202.6800000,199.9600000,200.9900000,12485808
ROSN,D,22/02/08,000000,198.2000000,205.9800000,196.5300000,201.9000000,15082260
ROSN,D,26/02/08,000000,204.9000000,207.6000000,201.0000000,201.6200000,11192620
ROSN,D,27/02/08,000000,204.3800000,205.5500000,198.5400000,199.8700000,8825019
ROSN,D,28/02/08,000000,199.1000000,200.2000000,197.0300000,199.0000000,8378401
ROSN,D,29/02/08,000000,198.9500000,201.5900000,193.1200000,196.0400000,9990594
ROSN,D,03/03/08,000000,191.1300000,199.4600000,190.0300000,196.5000000,10938909
ROSN,D,04/03/08,000000,198.3800000,202.3000000,194.1200000,199.6700000,15513599
ROSN,D,05/03/08,000000,199.1100000,202.7200000,197.6700000,201.9600000,7946360
