<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
LKOH,D,30/11/07,000000,2098.0000000,2125.6700000,2085.3700000,2115.0000000,2609437
LKOH,D,03/12/07,000000,2115.0000000,2121.0000000,2082.4000000,2085.0000000,1743746
LKOH,D,04/12/07,000000,2083.0000000,2093.0000000,2061.0200000,2069.7900000,2042736
LKOH,D,05/12/07,000000,2075.0000000,2162.9800000,2073.1000000,2162.9700000,3908044
LKOH,D,06/12/07,000000,2160.0000000,2175.8100000,2130.5700000,2146.9900000,3602654
LKOH,D,07/12/07,000000,2167.8900000,2174.9500000,2155.0000000,2163.0000000,2193997
LKOH,D,10/12/07,000000,2152.3300000,2219.4500000,2136.1200000,2210.0000000,4033836
LKOH,D,11/12/07,000000,2225.5000000,2242.0000000,2201.5000000,2215.0000000,3252345
LKOH,D,12/12/07,000000,2198.9800000,2267.7700000,2187.5000000,2267.7700000,3400436
LKOH,D,13/12/07,000000,2264.9800000,2265.0000000,2214.0000000,2225.0700000,3753712
LKOH,D,14/12/07,000000,2210.0000000,2226.7500000,2127.0000000,2144.0000000,3604610
LKOH,D,17/12/07,000000,2121.0000000,2165.8500000,2101.8900000,2156.1000000,3110839
LKOH,D,18/12/07,000000,2150.0000000,2169.9900000,2126.5500000,2133.0000000,2968133
LKOH,D,19/12/07,000000,2131.9000000,2138.9700000,2094.0000000,2111.9900000,2537151
LKOH,D,20/12/07,000000,2118.4500000,2139.4300000,2111.0000000,2132.0000000,1778291
LKOH,D,21/12/07,000000,2142.0000000,2147.0000000,2125.5500000,2141.0000000,1557866
LKOH,D,24/12/07,000000,2153.0000000,2174.0000000,2125.6000000,2130.0000000,1873026
LKOH,D,25/12/07,000000,2140.0000000,2144.9900000,2107.2900000,2122.2000000,1189268
LKOH,D,26/12/07,000000,2125.2000000,2127.7400000,2105.0000000,2108.0000000,897786
LKOH,D,27/12/07,000000,2116.0000000,2123.0000000,2101.7000000,2104.0000000,1367440
LKOH,D,28/12/07,000000,2100.0100000,2109.7000000,2062.8900000,2067.1000000,1464202
LKOH,D,09/01/08,000000,2081.0000000,2108.8900000,2056.3500000,2079.0000000,1566172
LKOH,D,10/01/08,000000,2084.7400000,2088.9900000,2061.1700000,2062.0000000,1828616
LKOH,D,11/01/08,000000,2068.0000000,2068.8700000,2032.2000000,2036.0000000,1890077
LKOH,D,14/01/08,000000,2027.3200000,2035.0000000,2002.6400000,2004.0000000,3282212
LKOH,D,15/01/08,000000,2006.5000000,2029.3000000,1982.0300000,1990.9700000,3117726
LKOH,D,16/01/08,000000,1965.1000000,1972.4000000,1856.2700000,1892.0000000,5408007
LKOH,D,17/01/08,000000,1895.0000000,1909.8000000,1825.0000000,1891.0000000,4667611
LKOH,D,18/01/08,000000,1858.0600000,1894.0000000,1835.0000000,1870.0000000,3204782
LKOH,D,21/01/08,000000,1835.2600000,1838.0000000,1715.0000000,1718.0000000,5204128
LKOH,D,22/01/08,000000,1650.0000000,1800.0000000,1580.0000000,1666.0000000,6524542
LKOH,D,23/01/08,000000,1698.0000000,1738.6400000,1596.0000000,1600.0000000,4787311
LKOH,D,24/01/08,000000,1687.0000000,1745.0000000,1667.0000000,1736.9900000,5699770
LKOH,D,25/01/08,000000,1771.0000000,1824.5600000,1756.0000000,1818.0000000,5061858
LKOH,D,28/01/08,000000,1737.0000000,1768.0000000,1717.3500000,1737.0000000,3757054
LKOH,D,29/01/08,000000,1767.0000000,1779.8900000,1747.5500000,1775.0000000,2766525
LKOH,D,30/01/08,000000,1760.0200000,1762.0000000,1721.7700000,1736.0000000,2422720
LKOH,D,31/01/08,000000,1723.0000000,1733.3900000,1642.0500000,1668.0000000,4257268
LKOH,D,01/02/08,000000,1700.0300000,1794.0000000,1700.0000000,1739.9900000,5389662
LKOH,D,04/02/08,000000,1779.0000000,1807.9200000,1755.5000000,1768.0000000,3208632
LKOH,D,05/02/08,000000,1760.2600000,1808.0000000,1705.0000000,1725.0200000,4303565
LKOH,D,06/02/08,000000,1668.2000000,1728.0000000,1631.0000000,1715.0100000,5626397
LKOH,D,07/02/08,000000,1700.0000000,1718.0000000,1610.0000000,1654.0000000,4592804
LKOH,D,08/02/08,000000,1672.0000000,1695.0000000,1621.0000000,1638.0000000,3925636
LKOH,D,11/02/08,000000,1651.0000000,1713.8000000,1634.0000000,1697.0000000,3606848
LKOH,D,12/02/08,000000,1716.0000000,1784.9600000,1715.1000000,1769.0000000,4955564
LKOH,D,13/02/08,000000,1765.0000000,1817.7700000,1734.0000000,1807.0400000,4485012
LKOH,D,14/02/08,000000,1835.5000000,1857.0000000,1810.0000000,1812.2000000,4115847
LKOH,D,15/02/08,000000,1807.0700000,1828.8900000,1740.1200000,1754.0000000,4071654
LKOH,D,18/02/08,000000,1770.0000000,1805.7700000,1768.0000000,1790.0000000,2642354
LKOH,D,19/02/08,000000,1806.0000000,1809.0000000,1759.2500000,1802.7900000,3881546
LKOH,D,20/02/08,000000,1786.3500000,1806.0000000,1751.0100000,1775.2200000,3496248
LKOH,D,21/02/08,000000,1804.9000000,1824.9900000,1794.0000000,1822.0000000,3997571
LKOH,D,22/02/08,000000,1797.1100000,1857.0000000,1791.2500000,1830.2500000,4264417
LKOH,D,26/02/08,000000,1857.7000000,1869.6500000,1829.8000000,1837.0000000,2565075
LKOH,D,27/02/08,000000,1866.0000000,1868.0000000,1823.1100000,1832.0000000,3300499
LKOH,D,28/02/08,000000,1826.0000000,1839.0000000,1796.5000000,1803.0000000,2524540
LKOH,D,29/02/08,000000,1798.0000000,1823.8000000,1780.0000000,1786.0000000,3528906
LKOH,D,03/03/08,000000,1758.2200000,1769.0000000,1722.0000000,1746.8300000,2803841
LKOH,D,04/03/08,000000,1760.0000000,1770.0000000,1687.2000000,1699.0000000,3933220
LKOH,D,05/03/08,000000,1702.1500000,1725.3000000,1682.0000000,1724.0000000,2989510
LKOH,D,06/03/08,000000,1742.9000000,1762.0000000,1730.1000000,1738.0000000,3233203
LKOH,D,07/03/08,000000,1708.8800000,1720.0000000,1692.0000000,1712.4800000,2477431
LKOH,D,11/03/08,000000,1702.0000000,1791.0000000,1701.1100000,1782.9400000,4306616
LKOH,D,12/03/08,000000,1804.9500000,1829.2000000,1794.1300000,1821.0000000,4810593
LKOH,D,13/03/08,000000,1800.3500000,1809.8000000,1782.0500000,1793.0000000,2718269
LKOH,D,14/03/08,000000,1812.0000000,1873.8400000,1800.0500000,1813.8900000,4887669
LKOH,D,17/03/08,000000,1782.5000000,1784.0200000,1702.9700000,1746.0000000,4230437
LKOH,D,18/03/08,000000,1760.0000000,1807.0700000,1733.0000000,1805.9600000,3866843
LKOH,D,19/03/08,000000,1830.0000000,1841.9700000,1793.0100000,1803.4300000,3928786
LKOH,D,20/03/08,000000,1769.0000000,1778.2100000,1736.0000000,1752.9900000,3758520
LKOH,D,21/03/08,000000,1770.0000000,1780.0000000,1751.0000000,1753.0000000,1811717
LKOH,D,24/03/08,000000,1760.0000000,1830.5000000,1741.1200000,1830.0000000,2000593
LKOH,D,25/03/08,000000,1817.0200000,1861.0000000,1796.2500000,1830.1200000,4899253
LKOH,D,26/03/08,000000,1840.0100000,1868.8000000,1838.0000000,1863.9900000,3885487
LKOH,D,27/03/08,000000,1867.0000000,1955.0000000,1865.1000000,1934.0000000,7753603
LKOH,D,28/03/08,000000,1945.1400000,1982.3700000,1900.0000000,1978.3200000,5294166
LKOH,D,31/03/08,000000,1962.0000000,2000.1100000,1946.0000000,1999.9900000,3813914
LKOH,D,01/04/08,000000,1995.0000000,2023.2000000,1972.2300000,1986.0000000,4692568
LKOH,D,02/04/08,000000,2006.0000000,2008.9700000,1955.0000000,1972.0000000,4334333
LKOH,D,03/04/08,000000,1981.0000000,1998.7800000,1958.3600000,1960.0000000,3437933
LKOH,D,04/04/08,000000,1966.6100000,1984.0000000,1942.5200000,1967.0000000,2251524
